Nombre,Razón social,Nombre de clase de la actividad,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud
CANCHA DESARROLLO URBANO,ALCALDÍA ÁLVARO OBREGÓN ,Centros de acondicionamiento físico del sector público,CALLE,MORELOS,CALLE,MEXICO,CALLE,DISTRITO FEDERAL,CALLE,BAJA CALIFORNIA,,SN,,,,,COLONIA,DESARROLLO URBANO,,,,1278,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1951,19,,,,Fijo,"19,38184358","-99,21923631"
CARDIO FITNESS SANTA NFE, ALCALDÍA ÁLVARO OBREGÓN ,Centros de acondicionamiento físico del sector público,CALLE,BELLAVISTA,CALLE,GALEANA,CALLE,GALEANA,CERRADA,NINGUNO,,SN,,,,NINGUNO,COLONIA,SANTA FE,,,,1210,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,296,22,,ALCALDÍA.ÁLVARO.OBREGÓN@.GMAIL.COM,ALCALDÍA.ÁLVARO.OBREGÓN.GMAIL.COM,Fijo,"19,3834226","-99,24036565"
CENTRO  INTERACTIVO PRIMERA VICTORIA,ALCALDÍA ÁLVARO OBREGÓN,Centros de acondicionamiento físico del sector público,CALLE,ROMANOS,CALLE,GENOVESES,CALLE,FLORENTINOS,CALLE,SICILIANOS,0,SN,,,0,SN,COLONIA,PRIMERA VICTORIA,,,,1160,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,243,31,,,,Fijo,"19,38692047","-99,20136658"
CENTRO DE ATENCION INFANTIL COMUNITARIO,ALCALDÍA ÁLVARO OBREGÓN,Clubes deportivos del sector público,CALLE,CUERNAVACA,CALLE,NINGUNO,CALLE,TETECALA,CALLE,IGUALA,48,,,,,,COLONIA,LOMAS DE BECERRA,,,,1280,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,385,58,,,,Fijo,"19,38458797","-99,21593596"
CENTRO DEPORTIVO ECOLOGICO Y CULTURAL PLATEROS,ALCALDÍA ÁLVARO OBREGÓN,Clubes deportivos del sector público,CALLE,FRANCISCO DE P. MIRANDA,CALLE,DOCTOR ROSENBLUETH,CALLE,DOCTOR ENRIQUE CABRERA,CALLE,DOCTOR ENRIQUE CABRERA,,SN,,,,,COLONIA,LOMAS DE PLATEROS,,,,1600,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,811,1,,ANDREY.CAMPOS@AAO.GOB.MX,,Fijo,"19,36816891","-99,19259939"
CENTRO DEPORTIVO LA HORMIGA,ALCALDÍA ÁLVARO OBREGÓN,Centros de acondicionamiento físico del sector público,CALLE,FRATERNIDAD,EJE VIAL,10 SUR (RIO MAGDALENA),AVENIDA,SAN JERONIMO,CALLE,IGLESIA,,SN,,,,,COLONIA,RESIDENCIAL PUERTA DEL PEDREGAL,,,,1090,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1241,15,5562810131,,,Fijo,"19,33537241","-99,20125374"
CENTRO INTERACTIVO PRIMERA VICTORIA SECCION BOSQUES,ALCALDÍA ÁLVARO OBREGÓN ,Centros de acondicionamiento físico del sector público,CALLE,5,CALLE,G,CALLE,C,CALLE,6,,SN,,,,,COLONIA,PRIMERA VICTORIA SECCION BOSQUES,,,,1160,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1788,24,,,,Fijo,"19,38810423","-99,19826656"
DEPORTIVO GOLONDRINAS,ALCALDÍA ÁLVARO OBREGÓN ,Centros de acondicionamiento físico del sector público,AVENIDA,LOMAS DE CAPULA,CALLE,GOLONDRINA MUDA,CALLE,GOLONDRINA VIAJERA,CALLE,GOLONDRINA BLANCA,,SN,,,,,COLONIA,LAS GOLONDRINAS 1RA SECCION,,,,1270,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1523,21,,,,Fijo,"19,38026189","-99,21097407"
DEPORTIVO PARAISO,ALCALDÍA ÁLVARO OBREGÓN ,Centros de acondicionamiento físico del sector público,CALLE,POLVORA,CALLE,ALEMANES,CALLE,AUSTRIACOS,CALLE,PÓLVORA,,SN,,,,,COLONIA,EL PARAISO,,,,1130,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,014A,2,5526149257,,,Fijo,"19,3922451","-99,21251168"
DEPORTIVO VALENTIN GOMEZ FARIAS,ALCALDÍA ÁLVARO ,Clubes deportivos del sector público,CALLE,RIO MIXCOAC ORIENTE,CIRCUITO,MANZANA O EDIFICACION CONTIGUA,CERRADA,NINGUNO,CALLE,RÍO MIXCOAC ORIENTE,,SN,,,,,COLONIA,CAÑADA DEL OLIVAR,,,,1450,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,722,16,,,,Fijo,"19,36805378","-99,20685784"
GIMNASIO MODULAR DE USOS MULTIPLES G3,ALCALDÍA ÁLVARO OBREGÓN ,Centros de acondicionamiento físico del sector público,AVENIDA,ESCUADRON 201,CERRADA,FAUSTO VEGA,CALLE,JOSE ESPINOZA FUENTES,CALLE,10,,SN,,,,,COLONIA,SEDE DELEGACIONAL,,,,1150,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1788,20,5552766880,,,Fijo,"19,38862889","-99,20042221"
GYM BARRIO NORTE,ALCALDÍA ÁLVARO OBREGÓN ,Centros de acondicionamiento físico del sector público,CALLE,MINAS,OTRO (ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO (ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,OTRO (ESPECIFIQUE),NINGUNO,0,SN,,,0,,COLONIA,MINAS DE CRISTO,,,,1419,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,2108,25,,,,Fijo,"19,3810147","-99,20344348"
GYM TORRES DE POTRERO,ALCALDÍA ÁLVARO OBREGÓN,Centros de acondicionamiento físico del sector público,CALLE,ALTA TENSION,CALLE,BUGAMBILIA,CALLE,GERANIO,CALLE,FLOR DE CANELA,,SN,,,,,COLONIA,TORRES DE POTRERO,,,,1840,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1684,17,,,,Fijo,"19,3296343","-99,25130857"
GIMNASIO ARTURO MARTINEZ,ALCALDÍA ÁLVARO OBREGÓN,Centros de acondicionamiento físico del sector público,CALLE,ANTIGUA VIA A LA VENTA,CALLE,A,CALLE,NINGUNO,CALLE,A,,SN,,,,,COLONIA,LOMAS DE BECERRA,,,,1270,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,370,53,,,,Fijo,"19,38651889","-99,21981514"
ALBERCA SEMI OLÍMPICA CRISTOPHER TRONCO SANCHEZ,ALCALDÍA ÁLVARO OBREGÓN,Parques acuáticos y balnearios del sector público,CALLE,FRANCISCO DE P. MIRANDA,CALLE,DOCTOR ROSENBLUETH,CALLE,DOCTOR ENRIQUE CABRERA,CALLE,DOCTOR ENRIQUE CABRERA,,SN,,,,,COLONIA,MERCED GOMEZ,,,,1600,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,811,1,,,,Fijo,"19,36816783","-99,19259982"
PARQUE ACUATICO JALALPA 2000,ALCALDÍA ÁLVARO OBREGÓN,Parques acuáticos y balnearios del sector público,CALLE,PERAL,OTRO (ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,CERRADA,PONIENTE FORTIN,CERRADA,PONIENTE FORTÍN,,SN,,,,,COLONIA,JALALPA EL GRANDE,,,,1377,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,2343,26,,,,Fijo,"19,37158462","-99,24110977"
PARQUE BATALLON DE SAN PATRICIO,ALCALDÍA ÁLVARO OBREGÓN ,Parques de diversiones y temáticos del sector público,CALLE,SAN PATRICIO,CALLE,JOSE ESPINOZA FUENTES,CALLE,10,CALLE,ANCONITANOS,,SN,,,,,COLONIA,CRISTO REY,,,,1150,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1788,20,,,,Fijo,"19,39018821","-99,20033656"
PARQUE ECOLOGICO JAPON,ALCALDÍA ÁLVARO OBREGÓN ,Parques de diversiones y temáticos del sector público,CALLE,ROMULO OFARRIL,CALLE,ALFONSO CASO ANDRADE,CALZADA,CALZADA DE LAS ÁGUILAS,CALLE,BARRANCA PILARES,,SN,,,,,COLONIA,PILARES,,,,1010,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1025,2,,,,Fijo,"19,35512585","-99,21510575"
PARQUE ECOLOGICO PRESA TARANGO LAGRIMITA Y COSTEL,ALCALDÍA ÁLVARO OBREGÓN ,Parques de diversiones y temáticos del sector público,AVENIDA,5 DE MAYO,CALLE,NINGUNO,CALLE,PROLONGACION 5 DE MAYO,CALLE,NINGUNO,,SN,,,,,COLONIA,LOMAS DE TARANGO,,,,1620,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,2292,36,,,,Fijo,"19,36043522","-99,21609899"
PARQUE RECREATIVO LA ARBOLEDA O LA L,ALCALDÍA ÁLVARO OBREGÓN ,Parques de diversiones y temáticos del sector público,CALLE,ROBLES,AVENIDA,LOMAS DE CAPULA,CALLE,TOMAS WILSON,CALLE,TOMÁS WILSON,,SN,,,,,COLONIA,PRESIDENTES,,,,1290,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón,1970,1,,PARQUELAARBOLEDA2019@GMAIL.COM,,Fijo,"19,37903313","-99,21919815"
CENTRO DEPORTIVO VICTORIA DE LAS DEMOCRACIAS,ALCALDÍA AZCAPOTZALCO ,Centros de acondicionamiento físico del sector público,CALLE,TORONJIL,CALLE,MEZQUITE,CALLE,PIMIENTA,CALLE,FERROCARRIL CENTRAL,0,SN,,,0,,COLONIA,IGNACIO ALLENDE,,,,2810,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,36,,,,Fijo,"19,46707747","-99,16296313"
CENTRO DEPORTIVO XOCHINAHUAC,GOBIERNO DEL DISTRITO FEDERAL ,Centros de acondicionamiento físico del sector público,CALLE,CANCAB,AVENIDA,FF. CC. NACIONALES,AVENIDA,MANZANA O EDIFICACION CONTIGUA,CALLE,AKAN,,SN,,,,,UNIDAD HABITACIONAL,SAN MARTÍN XOCHINAHUAC,,,,2110,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,32,,,,Fijo,"19,50839693","-99,19199545"
DEPORTIVO RENOVACION NACIONAL,ALCALDÍA AZCAPOTZALCO ,Centros de acondicionamiento físico del sector público,CALLE,FRANCISCO SARABIA,AVENIDA,CALZADA DE LAS ARMAS,AVENIDA,MANUEL SALAZAR,CALLE,GENERAL LUCIO BLANCO,,SN,,,,,COLONIA,PROVIDENCIA,,,,2440,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,15,5553474688,,,Fijo,"19,49078328","-99,21283223"
DEPORTIVO REYNOSA,ALCALDÍA AZCAPOTZALCO ,Centros de acondicionamiento físico del sector público,AVENIDA,SAN PABLO XALPA,EJE VIAL,5 NORTE (DEPORTIVO REYNOSA),CALLE,ROSARIO,CALLE,ROSARIO,0,SN,,,0,,COLONIA,SANTA BARBARA,,,,2230,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,9,53825180,,,Fijo,"19,50147669","-99,18364677"
EL TRIANGULO DE LA AMISTAD,ALCALDÍA AZCAPOTZALCO ,Centros de acondicionamiento físico del sector público,CALLE,NORTE 67,CALLE,NINGUNO,CERRADA,NORTE 67,AVENIDA,CALZADA CAMARONES,0,SN,,,0,,COLONIA,OBRERO POPULAR,,,,2840,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,1,,,,Fijo,"19,46488454","-99,17356818"
SALON DE ACTIVIDADES CULTURALES,SALON DE ACTIVIDADES CULTURALES DE LA UNIDAD HABITACIONAL PRESIDENTE MADERO ,Centros de acondicionamiento físico del sector público,CALLE,FEDERICO MONTES,CALLE,JUAN MANUEL TORREA,CALLE,TOMAS MARIN,CALLE,GUSTAVO GARMENDIA,,SN,,,,,COLONIA,UNIDAD PRESIDENTE MADERO,,,,2430,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,5,5584131150,,,Fijo,"19,49582651","-99,20221151"
CENTRO CULTURAL Y RECREATIVO PARQUE TEZOZOMOC,ALCALDÍA AZCAPOTZALCO ,Parques de diversiones y temáticos del sector público,CALLE,HACIENDA SOTELO,CALLE,HACIENDA DEL ROSARIO,CALLE,ZEMPOALTECAS,AVENIDA,CALZADA DE LAS ARMAS,,SN,,,,,COLONIA,PRADOS DEL ROSARIO,,,,2420,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,7,5553827209,,,Fijo,"19,50040382","-99,20618713"
CENTRO SOCIAL Y CULTURAL PARQUE DE ESTUDIANTE,ALCALDÍA AZCAPOTZALCO ,Parques de diversiones y temáticos del sector público,AVENIDA,MIGUEL HIDALGO,CALLE,ROSARIO,CALLE,PRIMERA CERRADA MIGUEL HIDALGO,CALLE,ROSARIO,0,SN,,,0,,PUEBLO,SANTA BARBARA,,,,2230,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,34,,,,Fijo,"19,49374097","-99,17667758"
PARQUE 20 DE NOVIEMBRE LA ROSITA,ALCALDÍA AZCAPOTZALCO ,Parques de diversiones y temáticos del sector público,CALLE,CALZADA AZCAPOTZALCO LA VILLA,CALLE,4 DE AGOSTO,EJE VIAL,4 NORTE (CALZADA AZCAPOTZALCO-LA VILLA),AVENIDA,AVENIDA DE LAS GRANJAS,127,,,,,,COLONIA,SANTO TOMAS,,,,2020,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,1,,,WWW.DEPORTIVO20DENOVIEMBRE,Fijo,"19,48788743","-99,17954598"
PARQUE DEPORTIVO CEYLAN,ALCALDÍA AZCAPOTZALCO ,Parques de diversiones y temáticos del sector público,CALLE,NORTE 45,CALLE,BOULEVARD DE LOS FERROCARRILES,CALLE,BOULEVARD DE LOS FERROCARRILES,CALLE,BOULEVARD DE LOS FERROCARRILES,,SN,,,,,COLONIA,EUZKADI,,,,2660,,CIUDAD DE MÉXICO,,Azcapotzalco,,Azcapotzalco,,23,,,,Fijo,"19,47800236","-99,1632644"
CENTRO RECREATIVO NIÑOS HEROES,DIF ,Centros de acondicionamiento físico del sector público,EJE VIAL,8 SUR (AVENIDA POPOCATEPETL),AVENIDA,PIRINEOS,CALLE,UXMAL,PRIVADA,TAJÍN,276,,,,,,COLONIA,SANTA CRUZ ATOYAC,,,,3310,,CIUDAD DE MÉXICO,,Benito Juárez,,Benito Juárez,,3,,,,Fijo,"19,3631769","-99,15896155"
COMPLEJO OLIMPICO MEXICO 68,ALCALDÍA BENITO JUÁREZ ,Centros de acondicionamiento físico del sector público,AVENIDA,DIVISION DEL NORTE,EJE VIAL,8 SUR (AVENIDA POPOCATEPETL),CIRCUITO,INTERIOR (AVENIDA RIO CHURUBUSCO),CALLE,RIF,2333,,,,0,,COLONIA,GENERAL PEDRO MARIA ANAYA,,,,3340,,CIUDAD DE MÉXICO,,Benito Juárez,,Benito Juárez,,3,5591833016,,,Fijo,"19,35834102","-99,15349661"
DEPORTIVO DE LA ALCALDÍA BENITO JUAREZ,DEPORTIVO DE LA ALCALDÍA BENITO JUAREZ ,Centros de acondicionamiento físico del sector público,EJE VIAL,7 SUR (MUNICIPIO LIBRE),EJE VIAL,1 PONIENTE (AVENIDA CUAUHTEMOC),CALLE,UXMAL,CALLE,MIGUEL LAURENT,,SN,,,,,COLONIA,SANTA CRUZ ATOYAC,,,,3310,,CIUDAD DE MÉXICO,,Benito Juárez,,Benito Juárez,,3,,,,Fijo,"19,37093771","-99,16003597"
DEPORTIVO GUMERCINDO ROMERO,ALCALDÍA BENITO JUÁREZ ,Clubes deportivos del sector público,CALLE,MONTE ALBAN,CALLE,CUICUILCO,CALLE,PILARES,CALLE,MOTOZINTLA,636,,,,,,COLONIA,LETRAN VALLE,,,,3650,,CIUDAD DE MÉXICO,,Benito Juárez,,Benito Juárez,,23,,,,Fijo,"19,37538771","-99,15331585"
DEPORTIVO JOAQUÍN CAPILLA,DEPORTIVO JOAQUÍN CAPILLA ALCALDÍA BENITO JUÁREZ ,Centros de acondicionamiento físico del sector público,CALLE,SANTIAGO REBULL,CALLE,NATAL PESADO,CALLE,MIGUEL CABRERA,CALLE,CHARCO AZUL,50,,,,,,COLONIA,MIXCOAC,,,,3910,,CIUDAD DE MÉXICO,,Benito Juárez,,Benito Juárez,,19,,,,Fijo,"19,37005252","-99,19044113"
DEPORTIVO TIRSO HERNANDEZ,GOBIERNO DE LA CDMX ,Clubes deportivos del sector público,CALLE,RIO BECERRA,CALLE,11 DE ABRIL,CALLE,LA BAYONETA,CALLE,BECERRA,,SN,,,,,COLONIA,8 DE AGOSTO,,,,3820,,CIUDAD DE MÉXICO,,Benito Juárez,,Benito Juárez,,22,5583056768,,,Fijo,"19,39490672","-99,18783536"
DEPORTIVO VICENTE SALDIVAR,ALCALDÍA BENITO JUAREZ ,Centros de acondicionamiento físico del sector público,CALLE,FERNANDO MONTES DE OCA,CALLE,ANTONIO RODRIGUEZ,CALLE,SAN SIMON,CALLE,MARIO ROJAS AVENDAÑO,286,,,,,,COLONIA,SAN SIMON TICUMAC,,,,3660,,CIUDAD DE MÉXICO,,Benito Juárez,,Benito Juárez,,37,,,WWW.POLIDEPOTIVOSOLUCIONES.COM.MX,Fijo,"19,37562304","-99,14412496"
ANEXO A DEL DEPORTIVO FRANCISCO J MUJICA,ALCALDÍA COYOACÁN ,Centros de acondicionamiento físico del sector público,CALLE,CANDELARIA PEREZ,CALZADA,CALZADA DE LAS BOMBAS,CALLE,NINGUNO,AVENIDA,CANAL NACIONAL,,SN,,,,,COLONIA,UNIDAD HAB OBRERO CTM CULHUACAN 9,,,,4909,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,21,,,,Fijo,"19,31367531","-99,10082347"
CENTRO COMUNITARIAO CAFETALES ,ALCALDÍA COYOACÁN ,Centros de acondicionamiento físico del sector público,CALZADA,CALZADA DE LAS BOMBAS,ANDADOR,SIN REFERENCIA,CALLE,CAPITANA MANUELA MEDINA,CERRADA,NINGUNO,,SN,,,,,CONJUNTO HABITACIONAL,UNIDAD HABITACIONAL CULHUACAN CTM IX A,,,,4480,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,1,,,,Fijo,"19,31027533","-99,10756723"
CENTRO CULTURAL Y RECREATIVO CULHUACANES,ALCALDÍA COYOACAN ,Centros de acondicionamiento físico del sector público,CALLE,ROSA MARIA SEQUEIRA,CALZADA,CALZADA DE LA VIRGEN,CALLE,MANUELA CAÑIZARES,ANDADOR,SIN REFERENCIA,,SN,,,,,COLONIA,CTM CULHUACAN SECC 18,,,,4480,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,33,,,,Fijo,"19,32011641","-99,11951999"
CENTRO DEPORTIVO HUAYAMILPAS,DIRECCION DEL DEPORTE COYOACAN,Centros de acondicionamiento físico del sector público,CALLE,TERCERA CERRADA HUAYAMILPAS,ANDADOR,HUAYAMILPAS,CALLE,CORAS,CALLE,QUINTO CALLEJÓN HUAYAMILPAS,,SN,,,,1,COLONIA,ADOLFO RUIZ CORTINES,,,,4360,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,48,,,,Fijo,"19,3268659","-99,1495505"
CENTRO SOCIAL DEPORTIVO IMSS,CENTRO SOCIAL DEPORTIVO IMSS ,Centros de acondicionamiento físico del sector público,CALLE,GENERAL ANAYA,CALLE,RAFAEL OLIVA,AVENIDA,LATERAL (AVENIDA RIO CHURUBUSCO),CALLE,20 DE AGOSTO,18,,,,,,COLONIA,SAN DIEGO CHURUBUSCO,,,,4120,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,8,,,,Fijo,"19,35679517","-99,1460614"
CENTRO SOCIAL Y DEPORTIVO ROSARIO IGLESIAS ROCHA,INSTITUTO DEL DEPORTE DE LA CIUDAD DE MÉXICO ,Centros de acondicionamiento físico del sector público,CALZADA,CALZADA DEL HUESO,OTRO (ESPECIFIQUE),NINGUNO,CALLE,RANCHO DEL ARENAL,OTRO (ESPECIFIQUE),NINGUNO,400,,PARQUE RECREATIVO,PLANTA BAJA,,,COLONIA,LOS ROBLES,PARQUE RECREATIVO,SIN NOMBRE,400,4870,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,25,5556849165,,,Fijo,"19,30269549","-99,12097383"
DEPORTIVO DURANGO,ALCALDÍA COYOACÁN ,Centros de acondicionamiento físico del sector público,CALLE,CALPULLI,CALLE,ITZCUINA,CALLE,CIHUACALLI,CALLE,TEOCALLI,,SN,,,,,COLONIA,ADOLFO RUIZ CORTINEZ,,,,4300,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,11,5537493715,,,Fijo,"19,31765558","-99,15839701"
DEPORTIVO EMILIANO ZAPATA,ALCALDÍA COYOACÁN ,Centros de acondicionamiento físico del sector público,CALLE,SAN RAUL,CALLE,SAN LEON,CALLE,SAN CASTULO,CALLE,SAN ALBERTO,,SN,,,,,COLONIA,PEDREGAL DE SANTA URSULA,,,,4600,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,20,,,,Fijo,"19,31276106","-99,14883669"
DEPORTIVO ESPARTACO,ALCALDÍA COYOACÁN ,Clubes deportivos del sector público,CALLE,8,CALLE,11,CALLE,7,CALLE,4,,SN,,,,,COLONIA,ESPARTACO,,,,4870,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,7,,,,Fijo,"19,31774352","-99,13491593"
DEPORTIVO JOSE DE JESUS CLARK FLORES,ALCALDÍA COYOACÁN ,Centros de acondicionamiento físico del sector público,AVENIDA,SANTA ANA,CALLE,PIEDRA DEL SOL,CALZADA,CALZADA DE LA VIRGEN,CALZADA,CALZADA DE LA VIRGEN,15,,,,,SN,COLONIA,AVANTE,,,,4460,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,28,,,,Fijo,"19,33011968","-99,13621194"
DEPORTIVO LA FRAGATA,ALCALDÍA COYOACÁN ,Clubes deportivos del sector público,CALLE,ABASOLO,CALLE,PARIS,CALLE,LONDRES,CALLE,GÓMEZ FARÍAS,123,,,,0,,COLONIA,DEL CARMEN,,,,4100,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,2,5556584964,,,Fijo,"19,35497158","-99,16108746"
GIMNASIO AJUSCO,ALCALDÍA COYOACAN ,Centros de acondicionamiento físico del sector público,CALLE,NEZAHUALPILLI,CALLE,CORAS,CALLE,NINGUNO,CALLE,MOCTECUZOMA,22,SN,,,0,,COLONIA,PEDREGAL DE SANTA URSULA,,,,4600,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,22,5556199577,,,Fijo,"19,31272356","-99,1622636"
GIMNASIO COYOACAN,ALCALDÍA COYOACÁN ,Centros de acondicionamiento físico del sector público,CALLE,NINGUNO,PRIVADA,NINGUNO,CALLE,AGUAYO,CALLE,MALINTZIN,0,SN,,,0,,COLONIA,DEL CARMEN,,,,4100,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,24,,,,Fijo,"19,35129825","-99,16312012"
PARQUE DEPORTIVO FRANCISCO J. MUJÍCA,ALCALDÍA COYOACÁN ,Centros de acondicionamiento físico del sector público,AVENIDA,CANAL NACIONAL,CALLE,CANAL NACIONAL,AVENIDA,MANZANA O EDIFICACION CONTIGUA,AVENIDA,CANAL NACIONAL,,SN,,,,,COLONIA,CTM CULHUACAN,,,,4480,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,30,,,,Fijo,"19,32462241","-99,10613016"
ALBERCA AURORA,ALCALDÍA COYOACÁN ,Parques acuáticos y balnearios del sector público,CALLE,PRESIDENTE VENUSTIANO CARRANZA,CALLE,CABALLO CALCO,CALLE,SAN FRANCISCO FIGURACO,CALLE,HIGUERA,54,,,,0,,BARRIO,DE LA CONCEPCION,,,,4020,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,4,5556583055,,,Fijo,"19,34720565","-99,16174931"
ALBERCA EMILIANO ZAPATA,ALCALDÍA COYOACÁN ,Parques acuáticos y balnearios del sector público,CALLE,SAN RAUL,CALLE,SAN LEON,CALLE,SAN CASTULO,CALLE,SAN ALBERTO,,SN,,,,,COLONIA,PEDREGAL DE SANTA URSULA,,,,4600,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,20,,,,Fijo,"19,31276037","-99,14883424"
PARQUE DE SANTA URSULA,ALCALDÍA COYOACÁN ,Parques de diversiones y temáticos del sector público,AVENIDA,AVENIDA DEL IMAN,OTRO (ESPECIFIQUE),NINGUNO,AVENIDA,ESTADIO AZTECA,PRIVADA,SAN BENITO,,SN,,,,,COLONIA,PUEBLO SANTA URSULA COAPA,,,,4660,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,21,,,,Fijo,"19,30364695","-99,15932913"
PARQUE DE TETLAMEYA,ALCALDÍA COYOACÁN ,Parques de diversiones y temáticos del sector público,CALLE,LUIS MURILLO,CALLE,LEONARDO OLIVA,CALLE,LEONARDO OLIVA,CALLE,LEONARDO OLIVA,,SN,,,,,COLONIA,BOSQUES DE TETLAMEYA,,,,4730,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,4,,,,Fijo,"19,30022208","-99,15254142"
PARQUE PILAULLI,ALCALDÍA COYOACÁN ,Parques de diversiones y temáticos del sector público,CALLE,ANENECUILCO,AVENIDA,CARMEN SERDAN,CALLE,TICOMAN,AVENIDA,CARMEN SERDÁN,0,SN,,,0,,COLONIA,UNIDAD HABITACIONAL EMILIANO ZAPATA,,,,4919,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,27,,,,Fijo,"19,31642541","-99,10738708"
PARQUE RECREATIVO COPETE,ALCALDÍA COYOACÁN ,Parques de diversiones y temáticos del sector público,CALLE,DOCTOR ANTONIO DELFIN MADRIGAL,CALLE,PASO DE CU,AVENIDA,ANTONIO DELFIN MADRIGAL,CALLE,SIN REFERENCIA,,SN,,,,,COLONIA,PEDREGAL SANTO DOMINGO,,,,4369,,CIUDAD DE MÉXICO,,Coyoacán,,Coyoacán,,27,,,,Fijo,"19,32103549","-99,17268031"
"CANCHA DE FUTBOL, CASTILLO LEDON",GOBIERNO DE CUAJIMALPA DE MORELOS ,Centros de acondicionamiento físico del sector público,AVENIDA,JUAREZ,CERRADA,SEGUNDA DE JUAREZ,AVENIDA,MEXICO,CALLE,GUILLERMO PRIETO,,SN,,,,,COLONIA,CUAJIMALPA,,,,5000,,CIUDAD DE MÉXICO,,Cuajimalpa de Morelos,,Cuajimalpa de Morelos,,25,,,,Fijo,"19,3568243","-99,29891061"
